rpal_gene,primary_target,all_targets,target_count,best_hit,best_pident,best_qcov,best_evalue,best_bitscore,pass_threshold,reverse_supported,has_extra_copies
RPE_RS18790,ACXYSJ_07280,ACXYSJ_07280,1,ACXYSJ_07280,70.20,95.86,1.52e-117,334.0,yes,yes,no
RPE_RS18795,ACXYSJ_07275,ACXYSJ_07275,1,ACXYSJ_07275,78.04,99.78,0.00e+00,670.0,yes,yes,no
RPE_RS18800,ACXYSJ_07270,ACXYSJ_07270,1,ACXYSJ_07270,65.60,100.71,2.82e-125,355.0,yes,yes,no
RPE_RS18805,,,0,ACXYSJ_07265,62.50,93.46,4.14e-86,251.0,no,no,no
RPE_RS18810,ACXYSJ_07260,ACXYSJ_07260,1,ACXYSJ_07260,87.50,99.63,0.00e+00,933.0,yes,yes,no
RPE_RS18815,,,0,,,,,,no,no,no
RPE_RS18820,,,0,,,,,,no,no,no
RPE_RS18825,ACXYSJ_07250,ACXYSJ_07250,1,ACXYSJ_07250,88.27,99.75,0.00e+00,682.0,yes,yes,no
RPE_RS18830,ACXYSJ_07245,ACXYSJ_07245,1,ACXYSJ_07245,94.04,99.73,0.00e+00,676.0,yes,yes,no
RPE_RS18835,ACXYSJ_07240,ACXYSJ_07240,1,ACXYSJ_07240,81.29,99.36,0.00e+00,1029.0,yes,yes,no
RPE_RS18840,ACXYSJ_07235,ACXYSJ_07235,1,ACXYSJ_07235,81.96,99.84,0.00e+00,1061.0,yes,yes,no
RPE_RS18845,ACXYSJ_07230,ACXYSJ_07230,1,ACXYSJ_07230,69.40,98.92,2.52e-81,236.0,yes,yes,no
RPE_RS18850,ACXYSJ_07225,ACXYSJ_07225,1,ACXYSJ_07225,82.72,97.98,7.22e-143,397.0,yes,yes,no
RPE_RS18855,ACXYSJ_07220,ACXYSJ_07220,1,ACXYSJ_07220,90.81,98.61,0.00e+00,530.0,yes,yes,no
RPE_RS18860,ACXYSJ_07215,ACXYSJ_07215,1,ACXYSJ_07215,81.71,99.71,0.00e+00,564.0,yes,yes,no
RPE_RS18865,ACXYSJ_07210,ACXYSJ_07210,1,ACXYSJ_07210,78.86,99.67,1.72e-176,486.0,yes,yes,no
RPE_RS18870,ACXYSJ_07205,ACXYSJ_07205,1,ACXYSJ_07205,85.95,100.08,0.00e+00,2229.0,yes,yes,no
RPE_RS18875,ACXYSJ_07190,ACXYSJ_07190,1,ACXYSJ_07190,85.20,99.80,0.00e+00,898.0,yes,yes,no
RPE_RS18880,ACXYSJ_07160,ACXYSJ_07160,1,ACXYSJ_07160,81.05,99.74,0.00e+00,644.0,yes,yes,no
RPE_RS18885,ACXYSJ_07155,ACXYSJ_07155,1,ACXYSJ_07155,90.91,99.75,0.00e+00,759.0,yes,yes,no
RPE_RS18890,,,0,ACXYSJ_00140,29.50,40.06,1.01e-11,60.5,no,no,no
RPE_RS18895,ACXYSJ_07150,ACXYSJ_07150,1,ACXYSJ_07150,88.61,99.75,0.00e+00,715.0,yes,yes,no
RPE_RS18900,ACXYSJ_07145,ACXYSJ_07145,1,ACXYSJ_07145,80.94,98.57,0.00e+00,892.0,yes,yes,no
RPE_RS18905,,,0,ACXYSJ_22745,30.28,103.60,4.35e-87,286.0,no,no,no
RPE_RS18910,ACXYSJ_07135,ACXYSJ_07135,1,ACXYSJ_07135,78.55,100.70,1.06e-168,466.0,yes,yes,no
RPE_RS18915,ACXYSJ_07130,ACXYSJ_07130,1,ACXYSJ_07130,81.06,99.25,9.52e-163,449.0,yes,yes,no
RPE_RS18920,ACXYSJ_07125,ACXYSJ_07125,1,ACXYSJ_07125,88.61,100.00,3.39e-147,407.0,yes,yes,no
RPE_RS18925,ACXYSJ_07120,ACXYSJ_07120,1,ACXYSJ_07120,93.49,99.66,2.18e-179,493.0,yes,yes,no
RPE_RS18930,ACXYSJ_07115,ACXYSJ_07115,1,ACXYSJ_07115,81.01,99.70,0.00e+00,506.0,yes,yes,no
RPE_RS18935,ACXYSJ_07110,ACXYSJ_07110,1,ACXYSJ_07110,83.63,95.13,0.00e+00,692.0,yes,yes,no
RPE_RS18940,ACXYSJ_07105,ACXYSJ_07105,1,ACXYSJ_07105,82.97,99.76,0.00e+00,695.0,yes,yes,no
RPE_RS18945,ACXYSJ_07095,ACXYSJ_07095,1,ACXYSJ_07095,89.66,94.39,0.00e+00,720.0,yes,yes,no
RPE_RS18950,ACXYSJ_16320,ACXYSJ_16320,1,ACXYSJ_16320,86.34,99.76,0.00e+00,720.0,yes,yes,no
RPE_RS18955,ACXYSJ_16330,ACXYSJ_16330,1,ACXYSJ_16330,73.89,90.23,1.35e-81,236.0,yes,yes,no
RPE_RS18960,ACXYSJ_16335,ACXYSJ_16335,1,ACXYSJ_16335,81.91,100.00,0.00e+00,930.0,yes,yes,no
RPE_RS18965,,,0,ACXYSJ_24280,57.62,100.18,0.00e+00,609.0,no,no,no
RPE_RS18970,,,0,ACXYSJ_19400,32.69,83.87,1.54e-29,108.0,no,no,no
RPE_RS18975,ACXYSJ_16345,ACXYSJ_16345,1,ACXYSJ_16345,75.58,100.00,1.13e-88,254.0,yes,yes,no
RPE_RS18980,ACXYSJ_16350,ACXYSJ_16350,1,ACXYSJ_16350,83.24,99.71,0.00e+00,514.0,yes,yes,no
RPE_RS18985,ACXYSJ_16355,ACXYSJ_16355,1,ACXYSJ_16355,83.87,99.83,0.00e+00,951.0,yes,yes,no
RPE_RS18990,ACXYSJ_16360,ACXYSJ_16360,1,ACXYSJ_16360,79.40,93.95,2.22e-132,370.0,yes,yes,no
RPE_RS19000,,,0,ACXYSJ_12020,44.10,61.69,2.03e-29,112.0,no,no,no
RPE_RS19005,ACXYSJ_16365,ACXYSJ_16365,1,ACXYSJ_16365,78.44,100.52,0.00e+00,627.0,yes,yes,no
RPE_RS19010,ACXYSJ_16370,ACXYSJ_16370,1,ACXYSJ_16370,72.66,93.29,6.23e-77,222.0,yes,yes,no
RPE_RS19015,ACXYSJ_16375,ACXYSJ_16375,1,ACXYSJ_16375,80.33,98.56,0.00e+00,1026.0,yes,yes,no
RPE_RS19020,ACXYSJ_16380,ACXYSJ_16380,1,ACXYSJ_16380,89.18,99.63,0.00e+00,498.0,yes,yes,no
RPE_RS19025,,,0,,,,,,no,no,no
RPE_RS19030,,,0,ACXYSJ_23670,38.66,96.32,5.82e-89,274.0,no,no,no
RPE_RS19035,,,0,,,,,,no,no,no
RPE_RS19040,ACXYSJ_16385,ACXYSJ_16385,1,ACXYSJ_16385,85.04,99.71,0.00e+00,597.0,yes,yes,no
RPE_RS19045,ACXYSJ_16390,ACXYSJ_16390,1,ACXYSJ_16390,77.95,100.00,0.00e+00,640.0,yes,yes,no
RPE_RS19050,,,0,ACXYSJ_00140,29.50,40.06,1.01e-11,60.5,no,no,no
RPE_RS19055,,,0,ACXYSJ_03125,34.60,96.33,5.74e-46,154.0,no,no,no
RPE_RS19060,,,0,,,,,,no,no,no
RPE_RS19065,,,0,ACXYSJ_06915,64.15,99.07,1.87e-47,144.0,no,no,no
RPE_RS19070,ACXYSJ_06910,ACXYSJ_06910,1,ACXYSJ_06910,66.18,100.00,3.09e-54,164.0,yes,yes,no
RPE_RS19080,,,0,ACXYSJ_13735,30.77,30.37,1.92e-06,46.6,no,no,no
RPE_RS19085,ACXYSJ_06900,ACXYSJ_06900,1,ACXYSJ_06900,74.44,98.52,9.45e-70,203.0,yes,yes,no
RPE_RS19090,,,0,ACXYSJ_06895,52.40,101.04,1.00e-87,261.0,no,no,no
RPE_RS19095,ACXYSJ_06890,ACXYSJ_06890,1,ACXYSJ_06890,75.45,100.45,8.71e-127,354.0,yes,yes,no
RPE_RS19100,ACXYSJ_06885,ACXYSJ_06885,1,ACXYSJ_06885,73.05,98.08,1.66e-134,377.0,yes,yes,no
RPE_RS19105,ACXYSJ_06880,ACXYSJ_06880,1,ACXYSJ_06880,84.75,97.38,9.45e-146,403.0,yes,yes,no
RPE_RS19110,ACXYSJ_06875,ACXYSJ_06875,1,ACXYSJ_06875,86.72,99.76,0.00e+00,756.0,yes,yes,no
RPE_RS19115,ACXYSJ_06865,ACXYSJ_06865,1,ACXYSJ_06865,83.47,99.73,0.00e+00,634.0,yes,yes,no
RPE_RS19120,ACXYSJ_06860,ACXYSJ_06860,1,ACXYSJ_06860,85.74,99.84,0.00e+00,1107.0,yes,yes,no
RPE_RS19125,ACXYSJ_06850,ACXYSJ_06850,1,ACXYSJ_06850,95.64,99.60,3.43e-177,484.0,yes,yes,no
RPE_RS19130,ACXYSJ_06840,ACXYSJ_06840,1,ACXYSJ_06840,78.46,87.05,8.28e-107,304.0,yes,yes,no
RPE_RS19135,ACXYSJ_06835,ACXYSJ_06835,1,ACXYSJ_06835,86.70,100.00,0.00e+00,702.0,yes,yes,no
RPE_RS19140,ACXYSJ_06825,ACXYSJ_06825,1,ACXYSJ_06825,85.60,99.81,0.00e+00,939.0,yes,yes,no
RPE_RS19145,,,0,ACXYSJ_21615,44.52,101.97,5.41e-31,108.0,no,no,no
RPE_RS19150,,,0,ACXYSJ_05815,36.31,106.16,6.59e-90,290.0,no,no,no
RPE_RS19155,,,0,ACXYSJ_19915,25.58,64.18,1.28e-06,45.1,no,no,no
RPE_RS19160,,,0,,,,,,no,no,no
RPE_RS19165,,,0,ACXYSJ_23765,32.78,97.11,1.88e-42,145.0,no,no,no
RPE_RS19170,ACXYSJ_06790,ACXYSJ_06790,1,ACXYSJ_06790,78.75,99.38,1.99e-92,263.0,yes,yes,no
RPE_RS19175,,,0,ACXYSJ_15595,35.42,73.47,1.32e-16,71.6,no,no,no
RPE_RS19180,,,0,ACXYSJ_11030,29.10,94.03,3.34e-21,84.3,no,no,no
RPE_RS19185,,,0,ACXYSJ_02710,50.00,22.77,8.39e-10,53.5,no,no,no
RPE_RS19190,,,0,,,,,,no,no,no
RPE_RS19195,,,0,,,,,,no,no,no
RPE_RS19200,ACXYSJ_06780,ACXYSJ_06780,1,ACXYSJ_06780,91.41,99.50,1.18e-137,380.0,yes,yes,no
RPE_RS19205,ACXYSJ_06775,ACXYSJ_06775,1,ACXYSJ_06775,81.89,97.34,0.00e+00,681.0,yes,yes,no
RPE_RS19210,,,0,,,,,,no,no,no
RPE_RS19215,ACXYSJ_06770,ACXYSJ_06770,1,ACXYSJ_06770,70.52,100.00,0.00e+00,595.0,yes,yes,no
RPE_RS19220,ACXYSJ_06765,ACXYSJ_06765,1,ACXYSJ_06765,72.22,86.90,2.05e-67,198.0,yes,yes,no
RPE_RS19225,ACXYSJ_23525,ACXYSJ_23525,1,ACXYSJ_23525,77.91,96.63,2.26e-164,460.0,yes,yes,no
RPE_RS19230,,,0,,,,,,no,no,no
RPE_RS19235,,,0,ACXYSJ_08895,36.18,105.85,2.53e-28,103.0,no,no,no
RPE_RS19240,,,0,ACXYSJ_14375,39.34,92.08,2.52e-32,116.0,no,no,no
RPE_RS19245,ACXYSJ_15625,ACXYSJ_15625,1,ACXYSJ_15625,87.12,98.61,0.00e+00,858.0,yes,yes,no
RPE_RS19250,ACXYSJ_09280,ACXYSJ_09280,1,ACXYSJ_09280,97.20,99.60,0.00e+00,496.0,yes,yes,no
RPE_RS19255,ACXYSJ_09275,ACXYSJ_09275,1,ACXYSJ_09275,98.05,99.61,0.00e+00,505.0,yes,yes,no
RPE_RS19260,ACXYSJ_09270,ACXYSJ_09270,1,ACXYSJ_09270,94.89,99.76,0.00e+00,760.0,yes,yes,no
RPE_RS19265,ACXYSJ_09265,ACXYSJ_09265,1,ACXYSJ_09265,96.72,99.70,0.00e+00,640.0,yes,yes,no
RPE_RS19270,ACXYSJ_09260,ACXYSJ_09260,1,ACXYSJ_09260,92.89,99.78,0.00e+00,876.0,yes,yes,no
RPE_RS19275,ACXYSJ_09255,ACXYSJ_09255,1,ACXYSJ_09255,88.81,97.95,1.06e-84,242.0,yes,yes,no
RPE_RS19280,ACXYSJ_18870,ACXYSJ_18870;ACXYSJ_09950,2,ACXYSJ_18870,78.35,98.69,0.00e+00,1182.0,yes,yes,yes
RPE_RS19285,,,0,ACXYSJ_20940,42.50,99.59,8.21e-54,174.0,no,no,no
RPE_RS19290,,,0,ACXYSJ_18880,38.30,90.73,9.12e-46,151.0,no,no,no
RPE_RS19295,,,0,ACXYSJ_18875,38.67,89.29,4.34e-64,203.0,no,no,no
RPE_RS19300,,,0,ACXYSJ_23610,36.44,36.29,5.04e-37,144.0,no,no,no
RPE_RS19305,,,0,ACXYSJ_21990,30.68,62.16,7.12e-51,187.0,no,no,no
RPE_RS19310,,,0,ACXYSJ_00480,41.81,95.66,2.71e-80,250.0,no,no,no
RPE_RS19315,,,0,ACXYSJ_10825,27.41,44.96,2.09e-25,108.0,no,no,no
RPE_RS19320,,,0,,,,,,no,no,no
RPE_RS19325,,,0,ACXYSJ_00630,27.34,84.24,5.91e-10,52.0,no,no,no
RPE_RS19330,,,0,,,,,,no,no,no
RPE_RS19335,,,0,ACXYSJ_22710,31.50,53.81,4.54e-19,80.9,no,no,no
RPE_RS19340,,,0,ACXYSJ_22705,40.61,62.07,1.18e-112,352.0,no,no,no
RPE_RS19345,,,0,,,,,,no,no,no
RPE_RS19350,ACXYSJ_23360,ACXYSJ_23360,1,ACXYSJ_23360,80.34,82.39,1.16e-63,188.0,yes,yes,no
RPE_RS19355,ACXYSJ_23355,ACXYSJ_23355,1,ACXYSJ_23355,83.15,98.89,5.56e-43,132.0,yes,yes,no
RPE_RS19360,ACXYSJ_23350,ACXYSJ_23350,1,ACXYSJ_23350,80.86,99.39,3.65e-84,242.0,yes,yes,no
RPE_RS19365,ACXYSJ_23345,ACXYSJ_23345,1,ACXYSJ_23345,85.71,99.80,0.00e+00,803.0,yes,yes,no
RPE_RS19370,ACXYSJ_23340,ACXYSJ_23340,1,ACXYSJ_23340,78.69,99.19,2.64e-62,183.0,yes,yes,no
RPE_RS19375,ACXYSJ_23335,ACXYSJ_23335,1,ACXYSJ_23335,87.39,98.44,0.00e+00,1480.0,yes,yes,no
RPE_RS19385,,,0,,,,,,no,no,no
RPE_RS19390,,,0,ACXYSJ_00165,31.67,87.98,2.61e-67,232.0,no,no,no
RPE_RS19395,,,0,ACXYSJ_21430,53.72,85.07,6.00e-126,374.0,no,no,no
RPE_RS19400,,,0,,,,,,no,no,no
RPE_RS19405,,,0,,,,,,no,no,no
RPE_RS19410,,,0,ACXYSJ_21360,32.10,98.92,2.37e-71,232.0,no,no,no
RPE_RS19415,,,0,,,,,,no,no,no
RPE_RS19420,,,0,ACXYSJ_21365,33.95,83.05,1.92e-76,246.0,no,no,no
RPE_RS19425,,,0,ACXYSJ_21370,59.49,99.28,1.01e-114,329.0,no,no,no
RPE_RS19430,,,0,ACXYSJ_21430,35.68,105.31,1.18e-96,302.0,no,no,no
RPE_RS19435,,,0,,,,,,no,no,no
RPE_RS19440,,,0,ACXYSJ_14480,33.68,95.00,2.86e-76,245.0,no,no,no
RPE_RS19445,,,0,ACXYSJ_13835,45.75,88.21,5.01e-74,224.0,no,no,no
RPE_RS19450,,,0,ACXYSJ_18875,31.74,88.52,1.13e-47,160.0,no,no,no
RPE_RS19455,,,0,ACXYSJ_18880,33.48,82.44,4.70e-35,124.0,no,no,no
RPE_RS19460,,,0,ACXYSJ_18885,44.10,80.58,8.68e-49,158.0,no,no,no
RPE_RS19465,,,0,,,,,,no,no,no
RPE_RS19470,,,0,,,,,,no,no,no
RPE_RS19475,,,0,ACXYSJ_20915,21.50,113.23,8.45e-06,42.0,no,no,no
RPE_RS19480,,,0,,,,,,no,no,no
RPE_RS19485,,,0,ACXYSJ_02835,48.36,112.96,3.13e-32,107.0,no,no,no
RPE_RS19490,ACXYSJ_21535,ACXYSJ_21535,1,ACXYSJ_21535,66.23,98.28,7.66e-95,274.0,yes,yes,no
RPE_RS19495,ACXYSJ_01290,ACXYSJ_01290,1,ACXYSJ_01290,80.63,99.78,0.00e+00,671.0,yes,yes,no
RPE_RS19500,,,0,ACXYSJ_11030,25.26,95.00,1.94e-10,55.1,no,no,no
RPE_RS19505,ACXYSJ_22180,ACXYSJ_22180,1,ACXYSJ_22180,74.59,77.22,8.43e-60,178.0,yes,yes,no
RPE_RS19510,,,0,,,,,,no,no,no
RPE_RS19515,,,0,ACXYSJ_19800,60.00,70.65,9.02e-26,88.2,no,no,no
RPE_RS19520,,,0,,,,,,no,no,no
RPE_RS19525,,,0,ACXYSJ_05155,29.18,49.56,6.55e-39,147.0,no,no,no
RPE_RS19530,,,0,ACXYSJ_05155,25.07,90.26,1.37e-10,59.3,no,no,no
RPE_RS19535,,,0,ACXYSJ_05155,25.23,75.63,3.54e-21,92.4,no,no,no
RPE_RS19540,,,0,,,,,,no,no,no
RPE_RS19545,,,0,,,,,,no,no,no
RPE_RS19550,,,0,,,,,,no,no,no
RPE_RS19555,,,0,ACXYSJ_13725,35.29,34.23,1.32e-06,43.5,no,no,no
RPE_RS19560,,,0,,,,,,no,no,no
RPE_RS19565,,,0,ACXYSJ_03385,25.00,61.68,1.06e-13,71.2,no,no,no
RPE_RS19575,ACXYSJ_19140,ACXYSJ_19140,1,ACXYSJ_19140,76.94,99.79,0.00e+00,786.0,yes,yes,no
RPE_RS19580,ACXYSJ_19145,ACXYSJ_19145,1,ACXYSJ_19145,80.11,99.44,0.00e+00,886.0,yes,yes,no
RPE_RS19585,ACXYSJ_19150,ACXYSJ_19150,1,ACXYSJ_19150,78.17,99.21,8.78e-144,400.0,yes,yes,no
RPE_RS19590,,,0,,,,,,no,no,no
RPE_RS19595,ACXYSJ_19155,ACXYSJ_19155,1,ACXYSJ_19155,90.00,99.62,2.15e-159,440.0,yes,yes,no
RPE_RS19600,ACXYSJ_19160,ACXYSJ_19160,1,ACXYSJ_19160,85.64,89.10,6.35e-120,335.0,yes,yes,no
RPE_RS19605,,,0,ACXYSJ_19165,62.37,84.77,2.37e-134,384.0,no,no,no
RPE_RS19610,,,0,ACXYSJ_19170,57.46,101.42,0.00e+00,937.0,no,no,no
RPE_RS19615,,,0,ACXYSJ_19175,56.46,94.72,1.86e-155,442.0,no,no,no
RPE_RS19620,ACXYSJ_19180,ACXYSJ_19180,1,ACXYSJ_19180,83.70,88.46,4.91e-54,161.0,yes,yes,no
RPE_RS19625,ACXYSJ_19185,ACXYSJ_19185,1,ACXYSJ_19185,82.82,98.98,0.00e+00,515.0,yes,yes,no
RPE_RS19630,,,0,ACXYSJ_06675,86.43,85.37,4.00e-86,246.0,no,no,no
RPE_RS19635,ACXYSJ_06670,ACXYSJ_06670,1,ACXYSJ_06670,80.30,99.26,0.00e+00,1455.0,yes,yes,no
RPE_RS19640,,,0,ACXYSJ_09715,55.87,101.34,0.00e+00,623.0,no,no,no
RPE_RS19645,ACXYSJ_21805,ACXYSJ_21805,1,ACXYSJ_21805,65.90,99.24,0.00e+00,781.0,yes,yes,no
RPE_RS19650,ACXYSJ_19190,ACXYSJ_19190,1,ACXYSJ_19190,75.54,82.74,8.95e-68,201.0,yes,yes,no
RPE_RS19655,ACXYSJ_19200,ACXYSJ_19200,1,ACXYSJ_19200,78.14,99.08,4.67e-122,342.0,yes,yes,no
RPE_RS19660,ACXYSJ_19205,ACXYSJ_19205,1,ACXYSJ_19205,78.83,95.86,0.00e+00,727.0,yes,yes,no
RPE_RS19665,ACXYSJ_19210,ACXYSJ_19210,1,ACXYSJ_19210,74.39,99.60,1.18e-143,399.0,yes,yes,no
RPE_RS19670,ACXYSJ_19215,ACXYSJ_19215,1,ACXYSJ_19215,72.53,99.30,5.97e-74,214.0,yes,yes,no
RPE_RS19675,ACXYSJ_19220,ACXYSJ_19220,1,ACXYSJ_19220,88.38,101.25,0.00e+00,1052.0,yes,yes,no
RPE_RS19680,ACXYSJ_19225,ACXYSJ_19225,1,ACXYSJ_19225,66.36,84.25,2.97e-100,289.0,yes,yes,no
RPE_RS19685,ACXYSJ_19230,ACXYSJ_19230,1,ACXYSJ_19230,76.89,99.78,0.00e+00,735.0,yes,yes,no
RPE_RS19690,,,0,ACXYSJ_19235,62.22,93.75,4.99e-23,82.4,no,no,no
RPE_RS19695,,,0,ACXYSJ_19245,43.36,99.12,3.42e-44,145.0,no,no,no
RPE_RS19700,ACXYSJ_19250,ACXYSJ_19250,1,ACXYSJ_19250,81.32,98.91,2.25e-51,153.0,yes,yes,no
RPE_RS19705,ACXYSJ_19255,ACXYSJ_19255,1,ACXYSJ_19255,77.83,86.44,0.00e+00,1227.0,yes,yes,no
RPE_RS19710,ACXYSJ_19260,ACXYSJ_19260,1,ACXYSJ_19260,76.72,97.42,1.01e-111,314.0,yes,yes,no
RPE_RS19715,ACXYSJ_19265,ACXYSJ_19265,1,ACXYSJ_19265,80.51,99.16,9.36e-73,209.0,yes,yes,no
RPE_RS19720,,,0,ACXYSJ_19270,61.30,96.01,7.29e-158,447.0,no,no,no
RPE_RS19725,ACXYSJ_19275,ACXYSJ_19275,1,ACXYSJ_19275,76.44,92.27,3.77e-101,288.0,yes,yes,no
RPE_RS19730,ACXYSJ_19290,ACXYSJ_19290,1,ACXYSJ_19290,73.55,97.58,4.65e-64,188.0,yes,yes,no
RPE_RS19750,ACXYSJ_19295,ACXYSJ_19295,1,ACXYSJ_19295,83.11,99.56,4.34e-138,384.0,yes,yes,no
RPE_RS19755,ACXYSJ_19300,ACXYSJ_19300,1,ACXYSJ_19300,92.65,99.76,0.00e+00,727.0,yes,yes,no
RPE_RS19760,ACXYSJ_19305,ACXYSJ_19305,1,ACXYSJ_19305,77.31,99.30,0.00e+00,627.0,yes,yes,no
RPE_RS19765,ACXYSJ_19310,ACXYSJ_19310,1,ACXYSJ_19310,67.54,82.72,2.60e-123,354.0,yes,yes,no
RPE_RS19770,,,0,,,,,,no,no,no
RPE_RS19775,,,0,ACXYSJ_19315,65.31,59.76,7.77e-18,68.6,no,no,no
RPE_RS19780,,,0,,,,,,no,no,no
RPE_RS19785,ACXYSJ_19355,ACXYSJ_19355,1,ACXYSJ_19355,80.29,99.28,1.24e-86,246.0,yes,yes,no
RPE_RS19790,ACXYSJ_19360,ACXYSJ_19360,1,ACXYSJ_19360,79.71,86.97,2.99e-125,352.0,yes,yes,no
RPE_RS19800,ACXYSJ_19370,ACXYSJ_19370,1,ACXYSJ_19370,93.68,99.82,0.00e+00,2134.0,yes,yes,no
RPE_RS19805,ACXYSJ_19375,ACXYSJ_19375,1,ACXYSJ_19375,88.53,97.52,1.03e-100,283.0,yes,yes,no
RPE_RS19810,ACXYSJ_19380,ACXYSJ_19380,1,ACXYSJ_19380,80.45,95.68,8.15e-76,219.0,yes,yes,no
RPE_RS19815,ACXYSJ_19385,ACXYSJ_19385,1,ACXYSJ_19385,92.31,98.11,1.26e-108,303.0,yes,yes,no
RPE_RS19820,ACXYSJ_19390,ACXYSJ_19390,1,ACXYSJ_19390,87.23,99.69,0.00e+00,582.0,yes,yes,no
RPE_RS19825,ACXYSJ_19395,ACXYSJ_19395,1,ACXYSJ_19395,93.81,99.68,0.00e+00,603.0,yes,yes,no
RPE_RS19830,ACXYSJ_19400,ACXYSJ_19400,1,ACXYSJ_19400,81.86,99.56,1.30e-140,390.0,yes,yes,no
RPE_RS19835,ACXYSJ_19405,ACXYSJ_19405,1,ACXYSJ_19405,67.31,90.43,4.69e-49,149.0,yes,yes,no
RPE_RS19840,,,0,ACXYSJ_15040,45.83,61.02,7.81e-14,59.7,no,no,no
RPE_RS19845,,,0,ACXYSJ_19410,42.03,89.61,6.18e-13,55.1,no,no,no
RPE_RS19850,,,0,,,,,,no,no,no
RPE_RS19855,,,0,ACXYSJ_05880,37.70,33.15,6.19e-08,48.5,no,no,no
RPE_RS19860,ACXYSJ_14060,ACXYSJ_14060,1,ACXYSJ_14060,98.21,99.84,0.00e+00,1209.0,yes,yes,no
RPE_RS19865,,,0,ACXYSJ_14065,60.94,98.46,7.15e-48,147.0,no,no,no
RPE_RS19870,,,0,ACXYSJ_14070,85.29,47.55,3.70e-39,124.0,no,no,no
RPE_RS19875,ACXYSJ_14080,ACXYSJ_14080,1,ACXYSJ_14080,87.10,99.20,3.83e-78,223.0,yes,yes,no
RPE_RS19880,ACXYSJ_14085,ACXYSJ_14085,1,ACXYSJ_14085,82.47,80.63,1.44e-78,228.0,yes,yes,no
RPE_RS19885,ACXYSJ_04155,ACXYSJ_04155,1,ACXYSJ_04155,84.48,97.21,1.23e-113,317.0,yes,yes,no
RPE_RS19890,ACXYSJ_14090,ACXYSJ_14090,1,ACXYSJ_04150,62.23,93.07,6.51e-69,206.0,yes,yes,no
RPE_RS19895,,,0,ACXYSJ_01755,37.95,98.06,1.08e-56,182.0,no,no,no
RPE_RS19900,,,0,ACXYSJ_00950,55.59,96.30,3.72e-113,326.0,no,no,no
RPE_RS19905,,,0,ACXYSJ_13675,44.89,72.73,2.40e-51,163.0,no,no,no
RPE_RS19910,,,0,ACXYSJ_00940,48.82,96.58,3.63e-50,163.0,no,no,no
RPE_RS19915,ACXYSJ_14100,ACXYSJ_14100,1,ACXYSJ_14100,93.59,98.73,7.99e-110,306.0,yes,yes,no
RPE_RS19920,ACXYSJ_14105,ACXYSJ_14105,1,ACXYSJ_14105,92.74,99.20,1.19e-79,227.0,yes,yes,no
RPE_RS19925,ACXYSJ_14110,ACXYSJ_14110,1,ACXYSJ_14110,95.89,99.77,0.00e+00,859.0,yes,yes,no
RPE_RS19930,ACXYSJ_20815,ACXYSJ_20815,1,ACXYSJ_20815,80.80,99.73,0.00e+00,586.0,yes,yes,no
RPE_RS19935,,,0,ACXYSJ_21750,45.22,100.20,0.00e+00,860.0,no,no,no
RPE_RS19940,,,0,ACXYSJ_09235,27.21,86.81,1.98e-13,67.8,no,no,no
RPE_RS19945,,,0,ACXYSJ_02985,41.84,100.00,7.41e-54,171.0,no,no,no
RPE_RS19950,,,0,ACXYSJ_05650,32.62,70.85,6.02e-37,137.0,no,no,no
RPE_RS19955,,,0,ACXYSJ_15600,39.95,89.73,1.13e-66,215.0,no,no,no
RPE_RS19960,,,0,,,,,,no,no,no
RPE_RS19965,,,0,ACXYSJ_02985,40.00,98.33,4.66e-51,164.0,no,no,no
RPE_RS19970,,,0,ACXYSJ_14795,25.60,100.98,1.81e-16,77.8,no,no,no
RPE_RS19980,,,0,,,,,,no,no,no
RPE_RS19985,,,0,,,,,,no,no,no
RPE_RS19990,,,0,,,,,,no,no,no
RPE_RS19995,,,0,,,,,,no,no,no
RPE_RS20000,,,0,,,,,,no,no,no
RPE_RS20005,,,0,,,,,,no,no,no
RPE_RS20015,,,0,,,,,,no,no,no
RPE_RS20020,,,0,,,,,,no,no,no
RPE_RS20025,,,0,,,,,,no,no,no
RPE_RS20030,,,0,,,,,,no,no,no
RPE_RS20035,,,0,,,,,,no,no,no
RPE_RS20045,ACXYSJ_18960,ACXYSJ_18960,1,ACXYSJ_18960,92.50,98.77,1.14e-49,148.0,yes,yes,no
RPE_RS20050,,,0,,,,,,no,no,no
RPE_RS20055,,,0,,,,,,no,no,no
RPE_RS20060,,,0,,,,,,no,no,no
RPE_RS20070,ACXYSJ_18970,ACXYSJ_18970,1,ACXYSJ_18970,91.02,99.70,0.00e+00,620.0,yes,yes,no
RPE_RS20075,ACXYSJ_18975,ACXYSJ_18975,1,ACXYSJ_18975,95.13,99.56,1.08e-161,443.0,yes,yes,no
RPE_RS20080,ACXYSJ_18980,ACXYSJ_18980,1,ACXYSJ_18980,92.31,99.49,0.00e+00,595.0,yes,yes,no
RPE_RS20085,ACXYSJ_18985,ACXYSJ_18985,1,ACXYSJ_18985,65.29,99.18,4.60e-51,155.0,yes,yes,no
RPE_RS20090,ACXYSJ_18990,ACXYSJ_18990,1,ACXYSJ_18990,85.83,98.77,2.06e-143,398.0,yes,yes,no
