Ref_Gene,Candidate_Target_Gene,Candidate_Target_Symbol,Candidate_Target_Product,Identity(%),E_value,Coverage,BBH,BiGG_True_Rxns,BiGG_True_Rxns_Details,Reason,Action
RPE_RS08630,ACXYSJ_20015,nuoG,NADH-quinone oxidoreductase subunit NuoG,70.905,0.0,1.0011467889908257,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp | NDH_1_4_um_copy1,"NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH_1_4_um_copy1 [NAD(P)H dehydrogenase, carbon dioxide coupled (plastoquinone-8 & 4 protons)( Thylakoid)] :: co2_c_u (CO2 CO2) + 2 fdxrd_c_u (Reduced ferredoxin) + h2o_c_u (H2O H2O) + 4 h_c_u (H+) + pq_um_p_u (Plastoquinone) --> 2 fdxox_c_u (Oxidized ferredoxin) + 3 h_u_u (H+) + hco3_c_u (Bicarbonate) + pqh2_um_p_u (Plastoquinol)",target_gene_has_no_reactions,
RPE_RS04815,ACXYSJ_05805,,hydrogenase large subunit,69.505,0.0,1.0039761431411531,<=>,FHL,FHL [Formate-hydrogen lyase] :: for_c_u (Formate) + h_c_u (H+) --> co2_c_u (CO2 CO2) + h2_c_u (Hydrogen),target_gene_has_no_reactions,
RPE_RS06815,ACXYSJ_06415,puhA,photosynthetic reaction center subunit H,69.261,1.7700000000000002e-124,1.00390625,<=>,PSICSum | PSIICSum | PSIIum | PSIum,"PSICSum [Photosystem I charge separation] :: chla_qy1_exc_c_u (Photosystem I excited chlorophyll A, Qy band (long wavelength)) + p700_um_p_u (PSI reaction center P700) --> cholphya_c_u (Chlorophyll a) + p700_exc_um_p_u (PSI reaction center P700, excited) || PSIICSum [Photosystem II charge separation] :: chla_qy2_exc_c_u (Photosystem II excited chlorophyll A, Qy band (long wavelength)) + p680_um_p_u (PSII reaction center P680) --> cholphya_c_u (Chlorophyll a) + p680_exc_um_p_u (PSII reaction center P680, excited) || PSIIum [Photosystem II] :: 2 h2o_u_u (H2O H2O) + 3.9996 h_c_u (H+) + 4 p680_exc_um_p_u (PSII reaction center P680, excited) + 1.9998 pq_um_p_u (Plastoquinone) + 0.0004 ps2d1_um_p_u (PSII D1 protein) --> 4 h_u_u (H+) + o2_u_u (O2 O2) + 4 p680_um_p_u (PSII reaction center P680) + 1.9998 pqh2_um_p_u (Plastoquinol) + 0.0004 ps2d1_exc_um_p_u (Damaged PSII D1 protein) || PSIum [Photosystem I] :: 0.99 fdxox_c_u (Oxidized ferredoxin) + 0.01 o2_c_u (O2 O2) + p700_exc_um_p_u (PSI reaction center P700, excited) + pcrd_u_u (Plastocyanin(Cu+)) --> 0.99 fdxrd_c_u (Reduced ferredoxin) + 0.01 o2s_c_u (Superoxide anion) + p700_um_p_u (PSI reaction center P700) + pcox_u_u (Plastocyanin(Cu2+))",target_gene_has_no_reactions,
RPE_RS08645,ACXYSJ_20000,,NADH-quinone oxidoreductase subunit J family protein,66.049,1.51e-44,0.9700598802395208,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_has_no_reactions,
RPE_RS24995,ACXYSJ_06300,,hypothetical protein,65.789,2.04e-32,1.0,<=>,PSICSum | PSIICSum | PSIIum | PSIum,"PSICSum [Photosystem I charge separation] :: chla_qy1_exc_c_u (Photosystem I excited chlorophyll A, Qy band (long wavelength)) + p700_um_p_u (PSI reaction center P700) --> cholphya_c_u (Chlorophyll a) + p700_exc_um_p_u (PSI reaction center P700, excited) || PSIICSum [Photosystem II charge separation] :: chla_qy2_exc_c_u (Photosystem II excited chlorophyll A, Qy band (long wavelength)) + p680_um_p_u (PSII reaction center P680) --> cholphya_c_u (Chlorophyll a) + p680_exc_um_p_u (PSII reaction center P680, excited) || PSIIum [Photosystem II] :: 2 h2o_u_u (H2O H2O) + 3.9996 h_c_u (H+) + 4 p680_exc_um_p_u (PSII reaction center P680, excited) + 1.9998 pq_um_p_u (Plastoquinone) + 0.0004 ps2d1_um_p_u (PSII D1 protein) --> 4 h_u_u (H+) + o2_u_u (O2 O2) + 4 p680_um_p_u (PSII reaction center P680) + 1.9998 pqh2_um_p_u (Plastoquinol) + 0.0004 ps2d1_exc_um_p_u (Damaged PSII D1 protein) || PSIum [Photosystem I] :: 0.99 fdxox_c_u (Oxidized ferredoxin) + 0.01 o2_c_u (O2 O2) + p700_exc_um_p_u (PSI reaction center P700, excited) + pcrd_u_u (Plastocyanin(Cu+)) --> 0.99 fdxrd_c_u (Reduced ferredoxin) + 0.01 o2s_c_u (Superoxide anion) + p700_um_p_u (PSI reaction center P700) + pcox_u_u (Plastocyanin(Cu2+))",target_gene_has_no_reactions,
RPE_RS18595,ACXYSJ_07520,malQ,4-alpha-glucanotransferase,64.769,0.0,0.998463901689708,<=>,AMALT1 | AMALT2 | AMALT3 | AMALT4,AMALT1 [Amylomaltase (maltotriose)] :: malt_c_u (Maltose C12H22O11) + malttr_c_u (Maltotriose C18H32O16) --> glc__D_c_u (D-Glucose) + maltttr_c_u (Maltotetraose) || AMALT2 [Amylomaltase (maltotetraose)] :: malt_c_u (Maltose C12H22O11) + maltttr_c_u (Maltotetraose) --> glc__D_c_u (D-Glucose) + maltpt_c_u (Maltopentaose) || AMALT3 [Amylomaltase (maltopentaose)] :: malt_c_u (Maltose C12H22O11) + maltpt_c_u (Maltopentaose) --> glc__D_c_u (D-Glucose) + malthx_c_u (Maltohexaose) || AMALT4 [Amylomaltase (maltohexaose)] :: malt_c_u (Maltose C12H22O11) + malthx_c_u (Maltohexaose) --> glc__D_c_u (D-Glucose) + malthp_c_u (Maltoheptaose),target_gene_not_in_model,
RPE_RS08655,ACXYSJ_19990,,proton-conducting transporter transmembrane domain-containing protein,63.716,0.0,1.0535168195718654,<=>,NADH16pp | NADH17pp | NADH18pp | NDH1_1p | NDH1_2p | NDH1_4pp,NADH16pp [NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + q8_c_u (Ubiquinone-8) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + q8h2_c_u (Ubiquinol-8) || NADH17pp [NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + mqn8_c_u (Menaquinone 8) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 3 h_p_u (H+) + mql8_c_u (Menaquinol 8) + nad_c_u (Nicotinamide adenine dinucleotide) || NADH18pp [NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)] :: 2dmmq8_c_u (2-Demethylmenaquinone 8) + 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2dmmql8_c_u (2-Demethylmenaquinol 8) + 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) || NDH1_1p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol) || NDH1_2p [NAD(P)H dehydrogenase (plastoquinone-8 & 3 protons) (periplasm)] :: 4 h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + nad_c_u (Nicotinamide adenine dinucleotide) + pqh2_p_u (Plastoquinol) || NDH1_4pp [Active co2 transporter facilitator (periplasm)] :: co2_p_u (CO2 CO2) + h2o_c_u (H2O H2O) + 3 h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) + pq_p_u (Plastoquinone) --> 3 h_p_u (H+) + hco3_c_u (Bicarbonate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + pqh2_p_u (Plastoquinol),target_gene_not_in_model,
RPE_RS21415,ACXYSJ_06660,,"3'(2'),5'-bisphosphate nucleotidase CysQ family protein",63.333,1.85e-105,0.9642857142857144,<=>,BPNT,"BPNT [3',5'-bisphosphate nucleotidase] :: h2o_c_u (H2O H2O) + pap_c_u (Adenosine 3',5'-bisphosphate) --> amp_c_u (AMP C10H12N5O7P) + pi_c_u (Phosphate)",target_gene_not_in_model,
RPE_RS04440,ACXYSJ_04630,lpxK,tetraacyldisaccharide 4'-kinase,63.095,2.67e-139,0.9853372434017597,<=>,TDSK,"TDSK [Tetraacyldisaccharide 4'kinase] :: atp_c_u (ATP C10H12N5O13P3) + lipidAds_c_u (Lipid A Disaccharide) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipidA_c_u (2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate)",target_gene_not_in_model,
RPE_RS18585,ACXYSJ_07530,,Cof-type HAD-IIB family hydrolase,62.921,1.6e-119,0.9888888888888888,<=>,E4PP | F6PP | G3PT | G6PP | MN6PP | R5PP,E4PP [Erythrose-4-phosphate phosphatase] :: e4p_c_u (D-Erythrose 4-phosphate) + h2o_c_u (H2O H2O) --> erthrs_c_u (D-erythrose) + pi_c_u (Phosphate) || F6PP [D-fructose 6-phosphate phosphatase] :: f6p_c_u (D-Fructose 6-phosphate) + h2o_c_u (H2O H2O) --> fru_c_u (D-Fructose) + pi_c_u (Phosphate) || G3PT [Glycerol-3-phosphatase] :: glyc3p_c_u (Glycerol 3-phosphate) + h2o_c_u (H2O H2O) --> glyc_c_u (Glycerol) + pi_c_u (Phosphate) || G6PP [Glucose-6-phosphate phosphatase] :: g6p_c_u (D-Glucose 6-phosphate) + h2o_c_u (H2O H2O) --> glc__D_c_u (D-Glucose) + pi_c_u (Phosphate) || MN6PP [Mannose 6-phosphate phosphatase] :: h2o_c_u (H2O H2O) + man6p_c_u (D-Mannose 6-phosphate) --> man_c_u (D-Mannose) + pi_c_u (Phosphate) || R5PP [Ribose 5-phosphate phosphatase] :: h2o_c_u (H2O H2O) + r5p_c_u (Alpha-D-Ribose 5-phosphate) --> pi_c_u (Phosphate) + rib__D_c_u (D-Ribose),target_gene_not_in_model,
RPE_RS13715,ACXYSJ_13000,,hypothetical protein,62.766,3.12e-33,0.9894736842105264,<=>,ARGabcpp | GLNabcpp,ARGabcpp [L-arginine transport via ABC system (periplasm)] :: arg__L_p_u (L-Arginine) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arg__L_c_u (L-Arginine) + h_c_u (H+) + pi_c_u (Phosphate) || GLNabcpp [L-glutamine transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + gln__L_p_u (L-Glutamine) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + gln__L_c_u (L-Glutamine) + h_c_u (H+) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS18805,ACXYSJ_07265,,NUDIX domain-containing protein,62.5,4.35e-86,0.9345794392523364,<=>,ADPRDP,ADPRDP [ADPribose diphosphatase] :: adprib_c_u (ADPribose C15H21N5O14P2) + h2o_c_u (H2O H2O) --> amp_c_u (AMP C10H12N5O7P) + 2 h_c_u (H+) + r5p_c_u (Alpha-D-Ribose 5-phosphate),target_gene_not_in_model,
RPE_RS14895,ACXYSJ_13565,sufD,Fe-S cluster assembly protein SufD,62.385,8.78e-178,0.990909090909091,<=>,S2FE2SR | S2FE2SS | S2FE2SS2 | S2FE2ST | S4FE4SR | S4FE4ST | SCYSDS,S2FE2SR [SUF [2Fe-2S] regeneration] :: 2fe1s_c_u ([2Fe-1S] desulfurated iron-sulfur cluster) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + sufbcd_c_u (SufBCD scaffold complex) + sufsesh_c_u (SufSE with bound sulfur) --> adp_c_u (ADP C10H12N5O10P2) + 5 h_c_u (H+) + pi_c_u (Phosphate) + sufbcd_2fe2s_c_u (SufBCD with bound [2Fe-2S] cluster) + sufse_c_u (SufSE sulfur acceptor complex) || S2FE2SS [SUF [2Fe-2S] Synthesis] :: atp_c_u (ATP C10H12N5O13P3) + fadh2_c_u (Flavin adenine dinucleotide reduced) + 2 fe2_c_u (Fe2+ mitochondria) + h2o_c_u (H2O H2O) + sufbcd_c_u (SufBCD scaffold complex) + 2 sufsesh_c_u (SufSE with bound sulfur) --> adp_c_u (ADP C10H12N5O10P2) + fad_c_u (Flavin adenine dinucleotide oxidized) + 7 h_c_u (H+) + pi_c_u (Phosphate) + sufbcd_2fe2s_c_u (SufBCD with bound [2Fe-2S] cluster) + 2 sufse_c_u (SufSE sulfur acceptor complex) || S2FE2SS2 [SUF [2Fe-2S] Synthesis II] :: atp_c_u (ATP C10H12N5O13P3) + fadh2_c_u (Flavin adenine dinucleotide reduced) + 2 fe2_c_u (Fe2+ mitochondria) + h2o_c_u (H2O H2O) + sufbcd_2fe2s_c_u (SufBCD with bound [2Fe-2S] cluster) + 2 sufsesh_c_u (SufSE with bound sulfur) --> adp_c_u (ADP C10H12N5O10P2) + fad_c_u (Flavin adenine dinucleotide oxidized) + 7 h_c_u (H+) + pi_c_u (Phosphate) + sufbcd_2fe2s2_c_u (SufBCD with two bound [2Fe-2S] clusters) + 2 sufse_c_u (SufSE sulfur acceptor complex) || S2FE2ST [SUF [2Fe-2S] Transfer] :: 4 h_c_u (H+) + sufbcd_2fe2s_c_u (SufBCD with bound [2Fe-2S] cluster) --> 2fe2s_c_u ([2Fe-2S] iron-sulfur cluster) + sufbcd_c_u (SufBCD scaffold complex) || S4FE4SR [SUF [4Fe-4S] Reduction] :: fadh2_c_u (Flavin adenine dinucleotide reduced) + 2 h_c_u (H+) + sufbcd_2fe2s2_c_u (SufBCD with two bound [2Fe-2S] clusters) --> fad_c_u (Flavin adenine dinucleotide oxidized) + sufbcd_4fe4s_c_u (SufBCD with bound [4Fe-4S] cluster) || S4FE4ST [SUF [4Fe-4S] Transfer] :: 4 h_c_u (H+) + sufbcd_4fe4s_c_u (SufBCD with bound [4Fe-4S] cluster) --> 4fe4s_c_u ([4Fe-4S] iron-sulfur cluster) + sufbcd_c_u (SufBCD scaffold complex) || SCYSDS [SUF Cysteine desulfuration] :: cys__L_c_u (L-Cysteine) + sufse_c_u (SufSE sulfur acceptor complex) --> ala__L_c_u (L-Alanine) + sufsesh_c_u (SufSE with bound sulfur),target_gene_not_in_model,
RPE_RS07540,ACXYSJ_17510,,NAD(P)/FAD-dependent oxidoreductase,62.338,0.0,0.9705882352941176,<=>,LYSMO,LYSMO [LYSMO] :: lys__L_c_u (L-Lysine) + o2_c_u (O2 O2) --> 5apentam_c_u (5-Aminopentanamide) + co2_c_u (CO2 CO2) + h2o_c_u (H2O H2O) + h_c_u (H+),target_gene_not_in_model,
RPE_RS15275,ACXYSJ_04285,ppk2,polyphosphate kinase 2,62.302,4.070000000000001e-110,0.8513513513513513,<=>,PPK | PPK2,PPK [Polyphosphate kinase] :: atp_c_u (ATP C10H12N5O13P3) + pi_c_u (Phosphate) <=> adp_c_u (ADP C10H12N5O10P2) + ppi_c_u (Diphosphate) || PPK2 [Polyphosphate kinase] :: atp_c_u (ATP C10H12N5O13P3) + ppi_c_u (Diphosphate) <=> adp_c_u (ADP C10H12N5O10P2) + pppi_c_u (Inorganic triphosphate),target_gene_not_in_model,
RPE_RS10920,ACXYSJ_08155,,dihydrofolate reductase,61.988,6.83e-75,0.994186046511628,<=>,DHFR | FOLR2,"DHFR [Dihydrofolate reductase] :: dhf_c_u (7,8-Dihydrofolate) + h_c_u (H+) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) --> nadp_c_u (Nicotinamide adenine dinucleotide phosphate) + thf_c_u (5,6,7,8-Tetrahydrofolate) || FOLR2 [FOLR2] :: fol_c_u (Folate) + nadph_c_u (Nicotinamide adenine dinucleotide phosphate - reduced) --> dhf_c_u (7,8-Dihydrofolate) + nadp_c_u (Nicotinamide adenine dinucleotide phosphate)",target_gene_not_in_model,
RPE_RS24065,ACXYSJ_02425,,sugar kinase,61.921,2.37e-124,0.9710610932475884,<=>,6D6SFK | DRBK | RBK,6D6SFK [6-deoxy-6-sulfofructose kinase] :: atp_c_u (ATP C10H12N5O13P3) + sf_c_u (6-deoxy-6-sulphofructose) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + sfp_c_u (6-deoxy-6-sulphofructose 1-phosphate) || DRBK [Deoxyribokinase] :: atp_c_u (ATP C10H12N5O13P3) + drib_c_u (Deoxyribose C5H10O4) --> 2dr5p_c_u (2-Deoxy-D-ribose 5-phosphate) + adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) || RBK [Ribokinase] :: atp_c_u (ATP C10H12N5O13P3) + rib__D_c_u (D-Ribose) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + r5p_c_u (Alpha-D-Ribose 5-phosphate),target_gene_not_in_model,
