query_locus_tag,query_gene,query_product,subject_locus_tag,subject_gene,subject_product,pident,qcov,scov,evalue,bitscore,reciprocal_best_hit,pass_threshold,used_for_conversion
PGIDNB_21705,ligB,"protocatechuate 3,4-dioxygenase",ACXYSJ_21865,,class III extradiol dioxygenase subunit beta,100,100,100,0.00E+00,588,yes,yes,yes
PGIDNB_21710,,Oxidoreductase-like,ACXYSJ_21870,,Gfo/Idh/MocA family oxidoreductase,100,100,100,0.00E+00,662,yes,yes,yes
PGIDNB_21715,,hypothetical protein,ACXYSJ_21875,,hypothetical protein,100,100,100,1.49E-91,258,yes,yes,yes
PGIDNB_21720,hisE,phosphoribosyl-ATP pyrophosphatase,ACXYSJ_21880,hisE,phosphoribosyl-ATP diphosphatase,100,100,100,8.79E-100,279,yes,yes,yes
PGIDNB_21725,ygaA,cytochrome B,ACXYSJ_21885,,YqaA family protein,100,94.15,100,5.52E-139,383,yes,yes,yes
PGIDNB_21730,,hypothetical protein,ACXYSJ_21890,,hypothetical protein,100,100,35.98,6.56E-54,163,yes,yes,yes
PGIDNB_21735,yrpB,nitronate monooxygenase,ACXYSJ_21895,,NAD(P)H-dependent flavin oxidoreductase,100,100,100,0.00E+00,660,yes,yes,yes
PGIDNB_21740,,Thioesterase-like superfamily protein,ACXYSJ_21900,,thioesterase family protein,100,100,100,0.00E+00,521,yes,yes,yes
PGIDNB_21745,,hypothetical protein,ACXYSJ_21905,,hypothetical protein,100,79,100,3.58E-55,163,yes,no,no
PGIDNB_21750,,hypothetical protein,ACXYSJ_21910,,hypothetical protein,100,100,100,1.37E-176,482,yes,yes,yes
PGIDNB_21755,,Anti-sigma-K factor RskA,ACXYSJ_21915,,anti-sigma factor,100,100,100,6.47E-180,491,yes,yes,yes
PGIDNB_21760,,Sigma-70 region 2,ACXYSJ_21920,,sigma-70 family RNA polymerase sigma factor,100,100,100,1.04E-139,384,yes,yes,yes
PGIDNB_21765,,DUF4394 domain-containing protein,ACXYSJ_21925,,DUF4394 domain-containing protein,100,100,100,0.00E+00,498,yes,yes,yes
PGIDNB_21770,,Cytochrome P450-like,ACXYSJ_21930,,cytochrome P450,100,100,100,0.00E+00,3015,yes,yes,yes
PGIDNB_21775,,TPR repeat,ACXYSJ_21935,,hypothetical protein,100,100,100,0.00E+00,1174,yes,yes,yes
PGIDNB_21780,,"Peptidase S8 and S53, subtilisin, kexin, sedolisin",ACXYSJ_21940,,S8 family serine peptidase,100,100,100,0.00E+00,637,yes,yes,yes
PGIDNB_21785,,DUF2478 domain-containing protein,ACXYSJ_21945,,DUF2478 domain-containing protein,100,100,100,6.51E-148,406,yes,yes,yes
PGIDNB_21790,modC,molybdenum ABC transporter ATP-binding protein,ACXYSJ_21950,modC,molybdenum ABC transporter ATP-binding protein,100,100,100,0.00E+00,745,yes,yes,yes
PGIDNB_21795,modB,molybdate ABC transporter permease subunit,ACXYSJ_21955,modB,molybdate ABC transporter permease subunit,100,99.56,100,6.28E-162,444,yes,yes,yes
PGIDNB_21800,modA,molybdate ABC transporter substrate-binding protein,ACXYSJ_21960,modA,molybdate ABC transporter substrate-binding protein,100,100,100,0.00E+00,512,yes,yes,yes
PGIDNB_21805,,molybdenum-dependent transcriptional regulator,ACXYSJ_21965,,TOBE domain-containing protein,100,100,100,0.00E+00,514,yes,yes,yes
PGIDNB_21810,,transporter,ACXYSJ_21970,,TOBE domain-containing protein,100,100,100,8.96E-44,132,yes,yes,yes
PGIDNB_21815,,hypothetical protein,ACXYSJ_21975,,transporter,100,100,100,0.00E+00,674,yes,yes,yes
PGIDNB_21820,,DUF2478 domain-containing protein,ACXYSJ_21980,,DUF2478 domain-containing protein,100,100,100,4.78E-138,380,yes,yes,yes
PGIDNB_21825,porD,pyruvate-flavodoxin oxidoreductase,ACXYSJ_21985,,2-oxoacid:acceptor oxidoreductase family protein,100,100,100,0.00E+00,3431,yes,yes,yes
PGIDNB_21830,mcr1,2-polyprenylphenol hydroxylase,ACXYSJ_21990,,sulfide/dihydroorotate dehydrogenase-like FAD/NAD-binding protein,100,100,100,0.00E+00,1940,yes,yes,yes
PGIDNB_21835,,hypothetical protein,ACXYSJ_21995,,hypothetical protein,100,100,100,1.30E-147,405,yes,yes,yes
PGIDNB_21840,polA,DNA polymerase I,ACXYSJ_22000,polA,DNA polymerase I,100,100,100,0.00E+00,2099,yes,yes,yes
PGIDNB_21845,pyrE,Orotate phosphoribosyltransferase,ACXYSJ_22005,pyrE,orotate phosphoribosyltransferase,100,100,100,6.25E-136,375,yes,yes,yes
PGIDNB_21850,,DUF2865 domain-containing protein,ACXYSJ_22010,,DUF2865 domain-containing protein,100,100,100,0.00E+00,535,yes,yes,yes
PGIDNB_21855,,hypothetical protein,ACXYSJ_22015,,hypothetical protein,100,100,100,1.34E-103,289,yes,yes,yes
PGIDNB_21860,glgP,glycogen phosphorylase,ACXYSJ_22025,,glycogen/starch/alpha-glucan phosphorylase,100,100,100,0.00E+00,1720,yes,yes,yes
PGIDNB_21865,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_21875,rocF,arginase,ACXYSJ_22035,rocF,arginase,100,100,100,0.00E+00,653,yes,yes,yes
PGIDNB_21880,ccmA,heme ABC exporter ATP-binding protein CcmA,ACXYSJ_22040,,ABC-F family ATP-binding cassette domain-containing protein,100,100,100,0.00E+00,1107,yes,yes,yes
PGIDNB_21885,,DUF2125 domain-containing protein,ACXYSJ_22045,,DUF2125 domain-containing protein,100,100,100,0.00E+00,789,yes,yes,yes
PGIDNB_21890,,gamma-glutamylcyclotransferase,ACXYSJ_22050,,gamma-glutamylcyclotransferase,100,100,100,7.60E-142,390,yes,yes,yes
PGIDNB_21895,,Phospholipid/glycerol acyltransferase,ACXYSJ_22055,,lysophospholipid acyltransferase family protein,100,100,100,0.00E+00,550,yes,yes,yes
PGIDNB_21900,,YdcF family protein,ACXYSJ_22060,,YdcF family protein,100,100,100,2.60E-178,486,yes,yes,yes
PGIDNB_21905,,ABC transporter permease,ACXYSJ_22065,,cell division protein FtsX,100,100,96.01,0.00E+00,606,yes,yes,yes
PGIDNB_21910,ftsE,cell division ATP-binding protein FtsE,ACXYSJ_22070,ftsE,cell division ATP-binding protein FtsE,100,100,100,2.65E-160,439,yes,yes,yes
PGIDNB_21915,,Zinc finger/thioredoxin putative,ACXYSJ_22075,,MJ0042-type zinc finger domain-containing protein,100,100,100,0.00E+00,590,yes,yes,yes
PGIDNB_21920,,response regulator,ACXYSJ_22080,,response regulator,100,100,100,2.51E-85,241,yes,yes,yes
PGIDNB_21925,,TIGR02302 family protein,ACXYSJ_22085,,TIGR02302 family protein,100,100,98.01,0.00E+00,1660,yes,yes,yes
PGIDNB_21930,pcaC,4-carboxymuconolactone decarboxylase,ACXYSJ_22090,,carboxymuconolactone decarboxylase family protein,100,100,100,5.64E-94,263,yes,yes,yes
PGIDNB_21935,lysA,diaminopimelate decarboxylase,ACXYSJ_22095,lysA,diaminopimelate decarboxylase,100,100,100,0.00E+00,857,yes,yes,yes
PGIDNB_21940,,Lipoprotein-attachment site-containing protein,ACXYSJ_22100,lptM,LPS translocon maturation chaperone LptM,100,100,100,4.12E-55,162,yes,yes,yes
PGIDNB_21945,argH,argininosuccinate lyase,ACXYSJ_22105,argH,argininosuccinate lyase,100,100,99.14,0.00E+00,939,yes,yes,yes
PGIDNB_21950,,Thiol-disulfide isomerase or thioredoxin,ACXYSJ_22110,tlpA,thiol:disulfide interchange protein TlpA,100,100,100,7.03E-162,443,yes,yes,yes
PGIDNB_21955,,DUF1428 domain-containing protein,ACXYSJ_22115,,DUF1428 domain-containing protein,100,100,100,4.70E-83,235,yes,yes,yes
PGIDNB_21960,,Putative motility protein,ACXYSJ_22120,,putative motility protein,100,100,100,1.45E-40,124,yes,yes,yes
PGIDNB_21965,fadB,3-hydroxybutyryl-CoA dehydrogenase,ACXYSJ_22125,,3-hydroxybutyryl-CoA dehydrogenase,100,100,100,0.00E+00,599,yes,yes,yes
PGIDNB_21970,fixB,electron transfer flavoprotein subunit alpha,ACXYSJ_22130,,electron transfer flavoprotein subunit alpha/FixB family protein,100,100,100,0.00E+00,624,yes,yes,yes
PGIDNB_21975,etfB,Electron transfer flavoprotein subunit beta,ACXYSJ_22135,,electron transfer flavoprotein subunit beta/FixA family protein,100,100,100,9.82E-180,490,yes,yes,yes
PGIDNB_21980,,Corrinoid adenosyltransferase,ACXYSJ_22140,,"cob(I)yrinic acid a,c-diamide adenosyltransferase",100,100,100,1.72E-139,384,yes,yes,yes
PGIDNB_21985,,Hypoxia induced protein conserved region,ACXYSJ_22145,,twin transmembrane helix small protein,100,100,100,3.10E-40,123,yes,yes,yes
PGIDNB_21990,,Virulence factor BrkB,ACXYSJ_22150,,YihY/virulence factor BrkB family protein,100,100,100,0.00E+00,582,yes,yes,yes
PGIDNB_21995,,Histidine kinase,ACXYSJ_22155,,ATP-binding protein,100,100,100,0.00E+00,782,yes,yes,yes
PGIDNB_22000,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,ACXYSJ_22160,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,100,100,100,0.00E+00,585,yes,yes,yes
PGIDNB_22005,,HhH-GPD,ACXYSJ_22165,,DNA-3-methyladenine glycosylase family protein,100,100,100,9.47E-161,440,yes,yes,yes
PGIDNB_22010,,Cytochrome B561,ACXYSJ_22170,,cytochrome b,100,100,100,2.22E-141,389,yes,yes,yes
PGIDNB_22015,,Putative transmembrane protein,ACXYSJ_22175,,MgtC/SapB family protein,100,100,100,0.00E+00,856,yes,yes,yes
PGIDNB_22020,,LTXXQ motif family protein,ACXYSJ_22180,,Spy/CpxP family protein refolding chaperone,99.17,79.61,100,7.53E-84,239,yes,no,no
PGIDNB_22025,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_22030,,photosystem reaction center subunit H,ACXYSJ_22185,,PRC-barrel domain-containing protein,100,100,100,4.91E-84,238,yes,yes,yes
PGIDNB_22035,,Tad domain-containing protein,ACXYSJ_22190,,TadE/TadG family type IV pilus assembly protein,100,100,100,0.00E+00,885,yes,yes,yes
PGIDNB_22040,,hypothetical protein,ACXYSJ_22195,,hypothetical protein,100,93.75,100,8.42E-52,153,yes,yes,yes
PGIDNB_22045,,Alpha-glucosidase,ACXYSJ_07510,treS,maltose alpha-D-glucosyltransferase,26.12,98.61,32.36,1.02E-15,75.9,no,no,no
PGIDNB_22050,,Twin-arginine translocation pathway signal,ACXYSJ_22205,,(2Fe-2S)-binding protein,100,100,83.11,5.73E-135,373,yes,yes,yes
PGIDNB_22055,,Xanthine dehydrogenase YagS FAD-binding subunit,ACXYSJ_22210,,FAD binding domain-containing protein,100,100,100,0.00E+00,690,yes,yes,yes
PGIDNB_22060,,"Xanthine dehydrogenase, molybdenum binding subunit apoprotein",ACXYSJ_22215,,xanthine dehydrogenase family protein molybdopterin-binding subunit,100,100,100,0.00E+00,1568,yes,yes,yes
PGIDNB_22065,,hypothetical protein,ACXYSJ_22220,,hypothetical protein,100,100,100,1.82E-124,344,yes,yes,yes
PGIDNB_22070,,hypothetical protein,ACXYSJ_22230,,hypothetical protein,100,34.39,100,3.32E-47,147,yes,no,no
PGIDNB_22075,,hypothetical protein,ACXYSJ_22235,,hypothetical protein,100,96,100,2.45E-24,82,yes,yes,yes
PGIDNB_22080,,Filamentation induced by cAMP protein Fic,ACXYSJ_22240,,Fic family protein,99.79,96.37,100,0.00E+00,986,yes,yes,yes
PGIDNB_22090,,cysteine methyltransferase,ACXYSJ_22250,,methylated-DNA--[protein]-cysteine S-methyltransferase,100,100,100,1.43E-141,389,yes,yes,yes
PGIDNB_22095,,putative multidrug resistance protein NorM,ACXYSJ_22255,,MATE family efflux transporter,100,100,100,0.00E+00,951,yes,yes,yes
PGIDNB_22100,,Blr1107 protein,ACXYSJ_22260,,hypothetical protein,100,100,100,0.00E+00,700,yes,yes,yes
PGIDNB_22105,,GSDH domain-containing protein,ACXYSJ_22265,,PQQ-dependent sugar dehydrogenase,100,100,100,0.00E+00,910,yes,yes,yes
PGIDNB_22110,,Twin-arginine translocation pathway signal,ACXYSJ_22270,,TIGR03768 family metallophosphoesterase,100,100,100,0.00E+00,1363,yes,yes,yes
PGIDNB_22115,dcd,2'-deoxycytidine 5'-triphosphate deaminase,ACXYSJ_22275,,2'-deoxycytidine 5'-triphosphate deaminase,99.73,94.85,100,0.00E+00,736,yes,yes,yes
PGIDNB_22120,metZ,O-succinylhomoserine sulfhydrylase,ACXYSJ_22280,,O-succinylhomoserine sulfhydrylase,100,100,100,0.00E+00,840,yes,yes,yes
PGIDNB_22125,,ErfK/YbiS/YcfS/YnhG,ACXYSJ_22285,,"L,D-transpeptidase",100,100,100,2.75E-157,431,yes,yes,yes
PGIDNB_22130,,"Lipolytic enzyme, G-D-S-L",ACXYSJ_22290,,SGNH/GDSL hydrolase family protein,100,96.19,100,0.00E+00,618,yes,yes,yes
PGIDNB_22135,,lipolytic enzyme,ACXYSJ_22295,,SGNH/GDSL hydrolase family protein,100,100,100,0.00E+00,530,yes,yes,yes
PGIDNB_22140,,OpgC protein,ACXYSJ_22300,,OpgC domain-containing protein,100,100,100,0.00E+00,850,yes,yes,yes
PGIDNB_22145,apaG,Co2+/Mg2+ efflux protein ApaG,ACXYSJ_22305,apaG,Co2+/Mg2+ efflux protein ApaG,100,100,100,1.15E-94,266,yes,yes,yes
PGIDNB_22150,,Hsp33 family molecular chaperone,ACXYSJ_22310,,Hsp33 family molecular chaperone,100,100,100,0.00E+00,679,yes,yes,yes
PGIDNB_22155,argF,ornithine carbamoyltransferase,ACXYSJ_22315,argF,ornithine carbamoyltransferase,100,97.47,100,0.00E+00,638,yes,yes,yes
PGIDNB_22160,,acetylornithine transaminase,ACXYSJ_22320,,acetylornithine transaminase,100,100,100,0.00E+00,813,yes,yes,yes
PGIDNB_22165,,GcrA cell cycle regulator,ACXYSJ_22325,,GcrA family cell cycle regulator,100,99.41,100,3.07E-127,351,yes,yes,yes
PGIDNB_22170,phoB,phosphate regulon transcriptional regulator PhoB,ACXYSJ_22330,phoB,phosphate regulon transcriptional regulator PhoB,100,100,100,1.51E-166,456,yes,yes,yes
PGIDNB_22175,phoU,phosphate signaling complex protein PhoU,ACXYSJ_22335,phoU,phosphate signaling complex protein PhoU,100,100,100,1.89E-179,489,yes,yes,yes
PGIDNB_22180,pstB,phosphate ABC transporter ATP-binding protein PstB,ACXYSJ_22340,pstB,phosphate ABC transporter ATP-binding protein PstB,100,100,100,0.00E+00,567,yes,yes,yes
PGIDNB_22185,pstA,phosphate ABC transporter permease PstA,ACXYSJ_22345,pstA,phosphate ABC transporter permease PstA,100,100,100,0.00E+00,564,yes,yes,yes
PGIDNB_22190,pstC,phosphate ABC transporter permease subunit PstC,ACXYSJ_22350,pstC,phosphate ABC transporter permease subunit PstC,100,100,100,0.00E+00,649,yes,yes,yes
PGIDNB_22195,pstS,phosphate ABC transporter substrate-binding protein PstS,ACXYSJ_22355,pstS,phosphate ABC transporter substrate-binding protein PstS,100,100,100,0.00E+00,672,yes,yes,yes
PGIDNB_22200,,Histidine kinase,ACXYSJ_22360,,ATP-binding protein,100,100,100,0.00E+00,899,yes,yes,yes
PGIDNB_22205,,Lysylphosphatidylglycerol synthase TM region,ACXYSJ_22365,,lysylphosphatidylglycerol synthase domain-containing protein,100,100,100,0.00E+00,682,yes,yes,yes
PGIDNB_22210,,Apolipoprotein N-acyltransferase,ACXYSJ_22370,,hypothetical protein,100,100,100,9.28E-64,185,yes,yes,yes
PGIDNB_22215,,OmpA/MotB,ACXYSJ_22375,,OmpA family protein,100,100,100,0.00E+00,924,yes,yes,yes
PGIDNB_22220,,Chitooligosaccharide deacetylase,ACXYSJ_22380,,polysaccharide deacetylase family protein,100,100,100,0.00E+00,717,yes,yes,yes
PGIDNB_22225,,3-oxoacyl-ACP reductase,ACXYSJ_22385,,SDR family oxidoreductase,100,100,100,0.00E+00,540,yes,yes,yes
PGIDNB_22230,boxB,"benzoyl-CoA 2,3-epoxidase subunit BoxB",ACXYSJ_22390,boxB,"benzoyl-CoA 2,3-epoxidase subunit BoxB",100,99.38,100,0.00E+00,995,yes,yes,yes
PGIDNB_22235,boxC,"2,3-epoxybenzoyl-CoA dihydrolase",ACXYSJ_22395,boxC,"2,3-epoxybenzoyl-CoA dihydrolase",100,100,100,0.00E+00,1150,yes,yes,yes
PGIDNB_22240,,Alpha/beta hydrolase fold,ACXYSJ_22400,,alpha/beta fold hydrolase,100,100,100,0.00E+00,550,yes,yes,yes
PGIDNB_22245,,Benzoate-CoA ligase,ACXYSJ_22405,,benzoate-CoA ligase family protein,100,100,99.42,0.00E+00,1050,yes,yes,yes
PGIDNB_22250,,transcriptional regulator,ACXYSJ_22410,,helix-turn-helix transcriptional regulator,100,93.85,100,0.00E+00,609,yes,yes,yes
PGIDNB_22255,gltD,glutamate synthase,ACXYSJ_22415,,glutamate synthase subunit beta,100,96.22,100,0.00E+00,1004,yes,yes,yes
PGIDNB_22260,gltB,glutamate synthase large subunit,ACXYSJ_22420,gltB,glutamate synthase large subunit,100,100,100,0.00E+00,3258,yes,yes,yes
PGIDNB_22265,,hypothetical protein,ACXYSJ_22425,,hypothetical protein,100,100,100,3.59E-177,484,yes,yes,yes
PGIDNB_22270,,putative membrane transporter protein,ACXYSJ_22430,,sulfite exporter TauE/SafE family protein,100,100,100,8.65E-180,492,yes,yes,yes
PGIDNB_22275,,molecular chaperone,ACXYSJ_22435,,Hsp20 family protein,100,100,100,1.51E-116,323,yes,yes,yes
PGIDNB_22280,,alpha/beta hydrolase,ACXYSJ_22440,,alpha/beta hydrolase,100,100,100,0.00E+00,641,yes,yes,yes
PGIDNB_22285,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,ACXYSJ_22445,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,100,100,100,0.00E+00,598,yes,yes,yes
PGIDNB_22290,,6-aminohexanoate-dimer hydrolase,ACXYSJ_22450,,serine hydrolase domain-containing protein,100,100,100,0.00E+00,906,yes,yes,yes
PGIDNB_22295,,Diguanylate cyclase,ACXYSJ_22455,,sensor domain-containing diguanylate cyclase,100,100,100,0.00E+00,1019,yes,yes,yes
PGIDNB_22300,,hypothetical protein,ACXYSJ_22460,,DUF7662 domain-containing protein,100,100,100,4.23E-63,182,yes,yes,yes
PGIDNB_22305,,"Bile acid:Na+ symporter, BASS family",ACXYSJ_22465,,Na+-dependent transporter,100,100,100,0.00E+00,654,yes,yes,yes
PGIDNB_22310,,"Uncharacterized protein, PEP-CTERM system associated",ACXYSJ_22470,,outer membrane beta-barrel protein,100,100,100,0.00E+00,1130,yes,yes,yes
PGIDNB_22315,,KpsF/GutQ family sugar-phosphate isomerase,ACXYSJ_22475,,KpsF/GutQ family sugar-phosphate isomerase,100,100,100,0.00E+00,669,yes,yes,yes
PGIDNB_22320,,"NfeD-like C-terminal, partner-binding",ACXYSJ_22480,,NfeD family protein,100,100,100,1.12E-102,287,yes,yes,yes
PGIDNB_22325,hflC,"Regulator of protease activity HflC, stomatin/prohibitin superfamily",ACXYSJ_22485,,SPFH domain-containing protein,99.7,99.11,100,0.00E+00,669,yes,yes,yes
PGIDNB_22330,hemH,ferrochelatase,ACXYSJ_22490,hemH,ferrochelatase,100,100,100,0.00E+00,716,yes,yes,yes
PGIDNB_22335,,Nickel/cobalt efflux system,ACXYSJ_22495,,nickel/cobalt transporter,100,100,100,0.00E+00,787,yes,yes,yes
PGIDNB_22340,,DUF1007 domain-containing protein,ACXYSJ_22500,,DUF1007 family protein,100,100,100,8.51E-165,450,yes,yes,yes
PGIDNB_22345,,peptidase M3,ACXYSJ_22505,,M3 family metallopeptidase,100,100,100,0.00E+00,1419,yes,yes,yes
PGIDNB_22350,,Membrane protein implicated in regulation of membrane protease activity,ACXYSJ_22510,,hypothetical protein,100,100,100,2.54E-57,168,yes,yes,yes
PGIDNB_22355,speD,ornithine decarboxylase,ACXYSJ_22515,,type III PLP-dependent enzyme,100,100,100,0.00E+00,782,yes,yes,yes
PGIDNB_22360,yhbS,GNAT family N-acetyltransferase,ACXYSJ_22520,,GNAT family N-acetyltransferase,100,100,100,2.35E-135,374,yes,yes,yes
PGIDNB_22365,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_22370,,Enamine/imine deaminase,ACXYSJ_22525,,RidA family protein,100,100,100,8.62E-93,261,yes,yes,yes
PGIDNB_22375,,Regulator of nucleoside diphosphate kinase,ACXYSJ_22530,,GreA/GreB family elongation factor,99.27,87.82,100,4.30E-96,271,yes,yes,yes
PGIDNB_22380,rnk,nucleoside diphosphate kinase regulator,ACXYSJ_22535,rnk,nucleoside diphosphate kinase regulator,100,96.5,100,4.30E-100,280,yes,yes,yes
PGIDNB_22385,,Homospermidine synthase,ACXYSJ_22540,,homospermidine synthase,100,96.84,100,0.00E+00,961,yes,yes,yes
PGIDNB_22390,,hypothetical protein,ACXYSJ_22545,,hypothetical protein,100,100,100,5.68E-76,217,yes,yes,yes
PGIDNB_22395,,methyltransferase,ACXYSJ_22550,,MgtC/SapB family protein,100,100,100,2.70E-175,478,yes,yes,yes
PGIDNB_22400,,ANAPC4-WD40 domain-containing protein,ACXYSJ_22555,,WD40 repeat domain-containing protein,100,100,100,0.00E+00,681,yes,yes,yes
PGIDNB_22405,,"Cobalamin synthesis protein, P47K",ACXYSJ_22560,,CobW family GTP-binding protein,100,100,100,0.00E+00,725,yes,yes,yes
PGIDNB_22410,,Periplasmic solute binding protein,ACXYSJ_22565,,"metal ABC transporter solute-binding protein, Zn/Mn family",100,100,100,0.00E+00,571,yes,yes,yes
PGIDNB_22415,znuB,"ABC-type Mn2+/Zn2+ transport system, permease component",ACXYSJ_22570,,metal ABC transporter permease,99.65,99.66,100,0.00E+00,552,yes,yes,yes
PGIDNB_22420,,ABC transporter related,ACXYSJ_22575,,metal ABC transporter ATP-binding protein,100,100,100,0.00E+00,504,yes,yes,yes
PGIDNB_22425,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_22430,,hypothetical protein,,,,,,,,,no,no,no
PGIDNB_22435,,OMP-b-brl domain-containing protein,ACXYSJ_22580,,outer membrane protein,100,100,100,1.23E-172,471,yes,yes,yes
PGIDNB_22440,,Methyl-accepting chemotaxis sensory transducer,ACXYSJ_22585,,methyl-accepting chemotaxis protein,100,100,100,0.00E+00,1388,yes,yes,yes
PGIDNB_22445,,MBL fold metallo-hydrolase,ACXYSJ_22590,,MBL fold metallo-hydrolase,100,100,100,0.00E+00,734,yes,yes,yes
PGIDNB_22450,hemA,5-aminolevulinate synthase,ACXYSJ_22595,hemA,5-aminolevulinate synthase,100,100,100,0.00E+00,846,yes,yes,yes
PGIDNB_22455,cheY,hybrid sensor histidine kinase/response regulator,ACXYSJ_22600,,PAS domain-containing hybrid sensor histidine kinase/response regulator,100,100,100,0.00E+00,2342,yes,yes,yes
PGIDNB_22460,citB,DNA-binding response regulator,ACXYSJ_22605,,response regulator transcription factor,100,100,100,1.39E-162,445,yes,yes,yes
PGIDNB_22465,,MFS transporter,ACXYSJ_22610,,MFS transporter,100,100,100,0.00E+00,1105,yes,yes,yes
PGIDNB_22470,,secondary thiamine-phosphate synthase enzyme,ACXYSJ_22615,,secondary thiamine-phosphate synthase enzyme YjbQ,100,100,100,1.93E-114,318,yes,yes,yes
PGIDNB_22475,,hypothetical protein,ACXYSJ_22620,,hypothetical protein,100,100,100,7.55E-145,398,yes,yes,yes
PGIDNB_22480,,2-hydroxychromene-2-carboxylate isomerase,ACXYSJ_22625,,DsbA family protein,100,100,100,1.55E-151,416,yes,yes,yes
PGIDNB_22485,,hypothetical protein,ACXYSJ_22630,,AtpZ/AtpI family protein,98.92,100,72.66,2.61E-61,179,yes,yes,yes
PGIDNB_22490,atpB,F0F1 ATP synthase subunit A,ACXYSJ_22635,,F0F1 ATP synthase subunit A,100,100,100,4.00E-179,489,yes,yes,yes
PGIDNB_22495,atpE,F0F1 ATP synthase subunit C,ACXYSJ_22640,,F0F1 ATP synthase subunit C,100,100,100,1.79E-46,139,yes,yes,yes
PGIDNB_22500,atpF2,ATP synthase subunit b 2,ACXYSJ_22645,,F0F1 ATP synthase subunit B family protein,100,100,100,4.02E-131,362,yes,yes,yes
PGIDNB_22505,atpF1,ATP synthase subunit b 1,ACXYSJ_22650,,F0F1 ATP synthase subunit B family protein,100,100,100,4.21E-110,307,yes,yes,yes
PGIDNB_22510,,hypothetical protein,ACXYSJ_22655,,hypothetical protein,100,100,100,1.28E-162,445,yes,yes,yes
PGIDNB_22515,rimL,30S ribosomal protein S5 alanine N-acetyltransferase,ACXYSJ_22660,,GNAT family N-acetyltransferase,100,100,100,6.21E-144,395,yes,yes,yes
PGIDNB_22520,pqqL,peptidase M16,ACXYSJ_22665,,M16 family metallopeptidase,100,100,100,0.00E+00,877,yes,yes,yes
PGIDNB_22525,thrC,threonine synthase,ACXYSJ_22670,thrC,threonine synthase,100,100,100,0.00E+00,965,yes,yes,yes
PGIDNB_22530,,SURF1-like protein,ACXYSJ_22675,,SURF1 family protein,100,100,100,0.00E+00,527,yes,yes,yes
PGIDNB_22535,,DUF983 domain-containing protein,ACXYSJ_22680,,DUF983 domain-containing protein,100,100,100,1.44E-93,263,yes,yes,yes
PGIDNB_22540,,cytochrome c oxidase subunit 3,ACXYSJ_22685,,cytochrome c oxidase subunit 3,100,100,100,0.00E+00,572,yes,yes,yes
PGIDNB_22545,ctaG,cytochrome c oxidase assembly protein,ACXYSJ_22690,,cytochrome c oxidase assembly protein,100,100,100,1.99E-155,426,yes,yes,yes
PGIDNB_22550,,CoxF protein,ACXYSJ_22695,,CoxF protein,100,100,100,7.20E-33,103,yes,yes,yes
PGIDNB_22555,cyoE,heme o synthase,ACXYSJ_22700,,heme o synthase,100,100,100,0.00E+00,615,yes,yes,yes
PGIDNB_22560,ctaD,cytochrome c oxidase subunit I,ACXYSJ_22705,ctaD,cytochrome c oxidase subunit I,100,100,100,0.00E+00,1079,yes,yes,yes
PGIDNB_22565,coxB,cytochrome c oxidase subunit II,ACXYSJ_22710,coxB,cytochrome c oxidase subunit II,100,100,100,0.00E+00,584,yes,yes,yes
PGIDNB_22570,,Invasion associated locus B,ACXYSJ_22715,,invasion associated locus B family protein,100,89.45,100,8.90E-130,359,yes,yes,yes
PGIDNB_22575,tldD,metalloprotease TldD,ACXYSJ_22720,tldD,metalloprotease TldD,100,100,100,0.00E+00,963,yes,yes,yes
PGIDNB_22580,,Apple PAN,ACXYSJ_22725,,PAN domain-containing protein,100,100,100,2.28E-135,373,yes,yes,yes
PGIDNB_22585,gsh2,glutamate--cysteine ligase,ACXYSJ_22730,,glutamate--cysteine ligase,100,100,100,0.00E+00,934,yes,yes,yes
PGIDNB_22590,marR,"DNA-binding transcriptional regulator, MarR family",ACXYSJ_22735,,MarR family winged helix-turn-helix transcriptional regulator,100,100,100,1.28E-117,326,yes,yes,yes
PGIDNB_22595,gstA,glutathione transferase GstA,ACXYSJ_22740,gstA,glutathione transferase GstA,100,100,100,1.81E-152,418,yes,yes,yes
PGIDNB_22600,fadB,3-hydroxyacyl-CoA dehydrogenase,ACXYSJ_22745,,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,100,100,100,0.00E+00,1502,yes,yes,yes
PGIDNB_22605,,Signaling protein containing EAL domain,ACXYSJ_22750,,EAL domain-containing protein,100,100,100,0.00E+00,527,yes,yes,yes
PGIDNB_22610,paaJ,acetyl-CoA C-acetyltransferase,ACXYSJ_22755,,acetyl-CoA C-acetyltransferase,100,100,100,0.00E+00,818,yes,yes,yes
PGIDNB_22615,,acyl-CoA dehydrogenase,ACXYSJ_22760,,acyl-CoA dehydrogenase C-terminal domain-containing protein,100,100,100,0.00E+00,1231,yes,yes,yes
